id,title,description,price,brand,category,subcategory,tags,seller_id,rating,popularity,in_stock
I0782,Durable Green Skincare by RoyalRoots,"Skincare in Bamboo with Nonstick, Quick-Dry. Ideal for beauty use.",161,RoyalRoots,Beauty,Skincare,fitness;grooming;kids;travel;party;festival,S012,4.58,0.328,true
I0783,Comfy Purple Heels by SareeSaheli,"Heels in Polycarbonate with RFID Blocking, Nonstick. Ideal for footwear use.",2398,SareeSaheli,Footwear,Heels,summer;budget;gadgets;party;women;fitness,S002,4.48,0.289,true
I0784,Premium Teal Heels by BharatHome,"Heels in Stainless Steel with Noise Cancellation, Quick-Dry. Ideal for footwear use.",2348,BharatHome,Footwear,Heels,office;kitchen;men;trending;fashion;style,S001,4.67,0.289,true
I0785,Handcrafted Green Sarees by NeoTrend,"Sarees in Terracotta with Anti-Theft, Noise Cancellation. Ideal for women ethnic use.",1632,NeoTrend,Women Ethnic,Sarees,grooming;eco;premium;fitness;festival;accessories,S010,3.81,0.293,false
I0786,Durable Maroon Heels by GlowHerb,"Heels in Leather with Nonstick, Noise Cancellation. Ideal for footwear use.",769,GlowHerb,Footwear,Heels,fashion;accessories;style;gadgets;women;budget,S001,4.67,0.302,true
I0787,Handcrafted Navy Decor by BeechCraft,"Decor in Wood with Anti-Theft, Stretchable. Ideal for home use.",1090,BeechCraft,Home,Decor,gift;grooming;western;kids;decor;wedding,S014,4.22,0.298,true
I0788,Minimal Red Organizer by GlowHerb,"Organizer in Leather with Anti-Slip, Anti-Theft. Ideal for home use.",737,GlowHerb,Home,Organizer,kitchen;new;grooming;budget;ethnic;travel,S009,4.48,0.303,true
I0789,Comfy Brown Duffle by CraftKart,"Duffle in Cotton with Anti-Slip, Organizer Pockets. Ideal for bags & luggage use.",364,CraftKart,Bags & Luggage,Duffle,home;wedding;accessories;winter;gadgets;new,S005,4.38,0.313,true
I0790,Eco Red Rings by FitBolt,"Rings in Chiffon with Anti-Theft, Stretchable. Ideal for jewellery use.",166,FitBolt,Jewellery,Rings,eco;western;women;travel;wedding;summer,S007,3.9,0.327,true
I0791,Comfy White Organizer by RoyalRoots,"Organizer in Polycarbonate with Leak-Proof, Anti-Theft. Ideal for home use.",508,RoyalRoots,Home,Organizer,premium;party;trending;winter;gift;men,S007,4.64,0.308,true
I0792,Durable Brown Heels by FitBolt,"Heels in Alloy with Organizer Pockets, Noise Cancellation. Ideal for footwear use.",353,FitBolt,Footwear,Heels,wedding;gadgets;travel;home;party;eco,S014,4.76,0.314,false
I0793,Vibrant Beige Tops by BharatHome,"Tops in Denim with Anti-Theft, Anti-Slip. Ideal for women western use.",1190,BharatHome,Women Western,Tops,budget;office;new;summer;handmade;accessories,S010,4.38,0.297,true
I0794,Premium Navy Dresses by BeechCraft,"Dresses in Canvas with Anti-Slip, Organizer Pockets. Ideal for women western use.",317,BeechCraft,Women Western,Dresses,party;grooming;men;kitchen;ethnic;eco,S004,4.09,0.315,true
I0795,Elegant Red Kurta by NeoTrend,"Kurta in Wood with Organizer Pockets, Leak-Proof. Ideal for men use.",337,NeoTrend,Men,Kurta,home;ethnic;premium;office;women;winter,S012,3.59,0.314,true
I0796,Vibrant Blue Curtains by AuraCare,"Curtains in Silk with Stretchable, Long Battery. Ideal for home use.",460,AuraCare,Home,Curtains,premium;women;home;men;kitchen;handmade,S009,4.52,0.309,true
I0797,Minimal Grey Earbuds by ChefPro,"Earbuds in Canvas with Quick-Dry, Stretchable. Ideal for electronics use.",4902,ChefPro,Electronics,Earbuds,audio;festival;travel;gift;trending;summer,S005,4.54,0.282,true
I0798,Minimal Orange T-shirts by NeoTrend,"T-shirts in Stainless Steel with Skin-Friendly, Organizer Pockets. Ideal for men use.",1663,NeoTrend,Men,T-shirts,new;trending;wedding;casual;travel;decor,S007,3.73,0.293,true
I0799,Comfy Red Decor by ChefPro,"Decor in Denim with Leak-Proof, Organizer Pockets. Ideal for home use.",487,ChefPro,Home,Decor,summer;kitchen;trending;festival;western;fitness,S011,4.03,0.308,true
I0800,Handcrafted Purple Makeup by CraftKart,"Makeup in Polycarbonate with Organizer Pockets, Noise Cancellation. Ideal for beauty use.",251,CraftKart,Beauty,Makeup,accessories;festival;grooming;office;western;travel,S012,3.56,0.319,true
I0801,Premium Navy Makeup by CraftKart,"Makeup in Alloy with Anti-Slip, Noise Cancellation. Ideal for beauty use.",835,CraftKart,Beauty,Makeup,decor;women;party;gadgets;handmade;fitness,S012,4.46,0.301,true
I0802,Elegant Navy Men Sneakers by UrbanHide,"Men Sneakers in Polycarbonate with Noise Cancellation, Nonstick. Ideal for footwear use.",299,UrbanHide,Footwear,Men Sneakers,kitchen;grooming;kids;office;eco;gift,S014,4.06,0.316,true
I0803,Eco Purple Jeans by SparkLite,"Jeans in Stainless Steel with Skin-Friendly, Long Battery. Ideal for women western use.",1946,SparkLite,Women Western,Jeans,eco;kids;grooming;accessories;premium;budget,S014,4.2,0.291,true
I0804,Elegant Green Duffle by FitBolt,"Duffle in Polycarbonate with Nonstick, Noise Cancellation. Ideal for bags & luggage use.",1933,FitBolt,Bags & Luggage,Duffle,kids;office;premium;accessories;trending;men,S005,4.67,0.291,true
I0805,Vibrant Black Shirts by GlowHerb,"Shirts in Wood with Anti-Theft, Quick-Dry. Ideal for men use.",865,GlowHerb,Men,Shirts,men;winter;budget;wedding;bestseller;home,S006,3.98,0.3,true
I0806,Minimal Red Backpacks by FitBolt,"Backpacks in Denim with Anti-Slip, Leak-Proof. Ideal for bags & luggage use.",1583,FitBolt,Bags & Luggage,Backpacks,new;fitness;budget;trending;ethnic;western,S005,4.14,0.293,true
I0807,Classic Green Men Sneakers by DenimWorks,"Men Sneakers in Polycarbonate with Leak-Proof, Anti-Slip. Ideal for footwear use.",1575,DenimWorks,Footwear,Men Sneakers,bestseller;gadgets;trending;party;budget;ethnic,S005,4.18,0.293,true
I0808,Trendy Brown Ethnic by SteelPro,"Ethnic in Bamboo with Leak-Proof, Quick-Dry. Ideal for kids use.",650,SteelPro,Kids,Ethnic,home;winter;dailywear;travel;kids;premium,S008,4.37,0.304,false
I0809,Vibrant Navy Shirts by SparkLite,"Shirts in Leather with Organizer Pockets, RFID Blocking. Ideal for men use.",1551,SparkLite,Men,Shirts,kitchen;kids;women;fitness;party;wedding,S013,4.39,0.293,true
I0810,Comfy Pink Tools by RoyalRoots,"Tools in Bamboo with Anti-Slip, Skin-Friendly. Ideal for kitchen use.",418,RoyalRoots,Kitchen,Tools,kitchen;accessories;gift;men;women;trending,S004,4.21,0.311,true
I0811,Durable Maroon Smartwatch by Oak&Co,"Smartwatch in Alloy with Noise Cancellation, Quick-Dry. Ideal for electronics use.",1026,Oak&Co,Electronics,Smartwatch,budget;tech;eco;decor;festival;kids,S002,4.54,0.298,true
I0812,Eco Brown Bangles by MaxStyle,"Bangles in Polycarbonate with Quick-Dry, Noise Cancellation. Ideal for jewellery use.",230,MaxStyle,Jewellery,Bangles,grooming;trending;eco;western;office;premium,S013,4.47,0.321,true
I0813,Handcrafted Maroon Yoga Mat by MaxStyle,"Yoga Mat in Terracotta with Stretchable, Anti-Theft. Ideal for sports & fitness use.",365,MaxStyle,Sports & Fitness,Yoga Mat,gadgets;grooming;decor;yoga;gift;travel,S009,4.85,0.313,true
I0814,Stylish Beige Dress Materials by MaxStyle,"Dress Materials in Stainless Steel with Stretchable, Anti-Theft. Ideal for women ethnic use.",399,MaxStyle,Women Ethnic,Dress Materials,party;trending;decor;home;travel;festival,S008,4.82,0.312,true
I0815,Vibrant Teal Dumbbells by GlowHerb,"Dumbbells in Wood with Noise Cancellation, Anti-Slip. Ideal for sports & fitness use.",200,GlowHerb,Sports & Fitness,Dumbbells,travel;ethnic;wedding;women;office;kitchen,S004,4.14,0.324,true
I0816,Trendy Green Leggings by KidJoy,"Leggings in Terracotta with Nonstick, Long Battery. Ideal for women ethnic use.",997,KidJoy,Women Ethnic,Leggings,bestseller;travel;premium;grooming;style;trending,S002,4.56,0.299,true
I0817,Lightweight Navy Grooming by FitBolt,"Grooming in Chiffon with Anti-Theft, RFID Blocking. Ideal for beauty use.",153,FitBolt,Beauty,Grooming,gadgets;dailywear;kitchen;decor;trending;budget,S005,4.03,0.329,true
I0818,Premium Yellow Flats by ChefPro,"Flats in Leather with Nonstick, Stretchable. Ideal for footwear use.",1024,ChefPro,Footwear,Flats,men;travel;premium;festival;women;kitchen,S014,4.33,0.298,true
I0819,Trendy Yellow Dress Materials by UrbanHide,"Dress Materials in Alloy with Long Battery, Anti-Slip. Ideal for women ethnic use.",1850,UrbanHide,Women Ethnic,Dress Materials,gift;gadgets;ethnic;premium;style;festival,S003,3.83,0.292,true
I0820,Classic Red Dress Materials by BeechCraft,"Dress Materials in Stainless Steel with Quick-Dry, Anti-Theft. Ideal for women ethnic use.",807,BeechCraft,Women Ethnic,Dress Materials,women;kitchen;gift;accessories;new;handmade,S012,4.19,0.301,true
I0821,Comfy White T-shirts by DenimWorks,"T-shirts in Leather with Skin-Friendly, Organizer Pockets. Ideal for men use.",1025,DenimWorks,Men,T-shirts,men;trending;casual;women;decor;kitchen,S014,4.46,0.298,true
I0822,Handcrafted Navy Dumbbells by SparkLite,"Dumbbells in Chiffon with Anti-Slip, Leak-Proof. Ideal for sports & fitness use.",1552,SparkLite,Sports & Fitness,Dumbbells,women;travel;decor;party;gift;budget,S015,4.13,0.293,true
I0823,Handcrafted Grey Shirts by SparkLite,"Shirts in Stainless Steel with Anti-Theft, RFID Blocking. Ideal for men use.",1025,SparkLite,Men,Shirts,ethnic;gadgets;handmade;dailywear;festival;women,S006,3.59,0.298,false
I0824,Vibrant Maroon Tools by RoyalRoots,"Tools in Wood with Leak-Proof, Stretchable. Ideal for kitchen use.",2034,RoyalRoots,Kitchen,Tools,decor;ethnic;gadgets;eco;dailywear;accessories,S008,4.56,0.291,true
I0825,Comfy Blue Skincare by SonicBeat,"Skincare in Denim with Long Battery, Anti-Slip. Ideal for beauty use.",733,SonicBeat,Beauty,Skincare,festival;ethnic;wedding;grooming;accessories;decor,S009,3.8,0.303,true
I0826,Durable Black Leggings by SteelPro,"Leggings in Stainless Steel with Organizer Pockets, Leak-Proof. Ideal for women ethnic use.",405,SteelPro,Women Ethnic,Leggings,new;wedding;dailywear;budget;eco;kitchen,S014,4.13,0.311,true
I0827,Elegant Blue Earrings by Oak&Co,"Earrings in Wood with Organizer Pockets, Stretchable. Ideal for jewellery use.",1188,Oak&Co,Jewellery,Earrings,trending;kitchen;gift;kids;festival;winter,S013,3.96,0.297,true
I0828,Classic Beige Dumbbells by AuraCare,"Dumbbells in Chiffon with Anti-Theft, Anti-Slip. Ideal for sports & fitness use.",488,AuraCare,Sports & Fitness,Dumbbells,winter;party;gadgets;festival;summer;budget,S001,4.91,0.308,true
I0829,Stylish Teal Kurta by TrailTech,"Kurta in Cotton with Anti-Slip, Long Battery. Ideal for men use.",342,TrailTech,Men,Kurta,dailywear;women;summer;kids;trending;bestseller,S001,3.91,0.314,true
I0830,Elegant Yellow Frocks by BeechCraft,"Frocks in Wood with Anti-Slip, Noise Cancellation. Ideal for kids use.",694,BeechCraft,Kids,Frocks,men;decor;travel;wedding;school;eco,S013,4.69,0.303,true
I0831,Premium Black Dresses by SteelPro,"Dresses in Leather with Organizer Pockets, Leak-Proof. Ideal for women western use.",657,SteelPro,Women Western,Dresses,accessories;trending;women;gadgets;western;kids,S013,4.11,0.304,true
I0832,Durable Black Bedsheets by SonicBeat,"Bedsheets in Polycarbonate with Skin-Friendly, Anti-Theft. Ideal for home use.",1708,SonicBeat,Home,Bedsheets,festival;budget;home;winter;dailywear;kitchen,S015,3.75,0.292,true
I0833,Eco Brown Appliances by ChefPro,"Appliances in Canvas with Nonstick, Stretchable. Ideal for kitchen use.",199,ChefPro,Kitchen,Appliances,gift;premium;new;grooming;organizer;winter,S014,4.26,0.324,true
I0834,Minimal Yellow Bedsheets by TrailTech,"Bedsheets in Silk with Stretchable, Leak-Proof. Ideal for home use.",428,TrailTech,Home,Bedsheets,budget;travel;dailywear;summer;handmade;gadgets,S008,3.78,0.31,true
I0835,Stylish Red Handbags by FitBolt,"Handbags in Wood with Anti-Slip, Noise Cancellation. Ideal for bags & luggage use.",1661,FitBolt,Bags & Luggage,Handbags,fitness;wedding;decor;gift;home;grooming,S004,4.21,0.293,true
I0836,Classic Teal Men Sneakers by SparkLite,"Men Sneakers in Denim with Anti-Theft, RFID Blocking. Ideal for footwear use.",2409,SparkLite,Footwear,Men Sneakers,fashion;eco;grooming;gadgets;accessories;new,S012,3.58,0.289,true
I0837,Comfy Green Heels by TrailTech,"Heels in Stainless Steel with Anti-Slip, Stretchable. Ideal for footwear use.",748,TrailTech,Footwear,Heels,dailywear;summer;festival;party;travel;kitchen,S014,3.86,0.302,true
I0838,Premium Pink Resistance Bands by MaxStyle,"Resistance Bands in Bamboo with Long Battery, Organizer Pockets. Ideal for sports & fitness use.",677,MaxStyle,Sports & Fitness,Resistance Bands,fitness;budget;wedding;grooming;handmade;party,S015,3.72,0.304,true
I0839,Trendy Green Frocks by RoyalRoots,"Frocks in Chiffon with Organizer Pockets, Quick-Dry. Ideal for kids use.",592,RoyalRoots,Kids,Frocks,home;new;budget;men;eco;handmade,S003,4.0,0.306,true
I0840,Vibrant Green Men Sneakers by SonicBeat,"Men Sneakers in Terracotta with RFID Blocking, Leak-Proof. Ideal for footwear use.",1518,SonicBeat,Footwear,Men Sneakers,kitchen;women;bestseller;trending;men;gift,S014,4.31,0.294,true
I0841,Comfy Red Shirts by DenimWorks,"Shirts in Canvas with Quick-Dry, Nonstick. Ideal for men use.",1184,DenimWorks,Men,Shirts,dailywear;men;office;handmade;eco;festival,S003,4.45,0.297,true
I0842,Durable Orange Women Sandals by BharatHome,"Women Sandals in Alloy with Skin-Friendly, Anti-Theft. Ideal for footwear use.",780,BharatHome,Footwear,Women Sandals,festival;style;men;premium;fitness;ethnic,S005,3.78,0.302,false
I0843,Durable Red Earbuds by SareeSaheli,"Earbuds in Silk with Nonstick, Organizer Pockets. Ideal for electronics use.",3129,SareeSaheli,Electronics,Earbuds,travel;dailywear;office;grooming;gift;men,S013,4.72,0.286,true
I0844,Comfy Blue Yoga Mat by FitBolt,"Yoga Mat in Silk with Leak-Proof, Noise Cancellation. Ideal for sports & fitness use.",2031,FitBolt,Sports & Fitness,Yoga Mat,decor;ethnic;home;yoga;premium;fitness,S014,3.75,0.291,true
I0845,Trendy Grey Resistance Bands by UrbanHide,"Resistance Bands in Chiffon with Noise Cancellation, Skin-Friendly. Ideal for sports & fitness use.",1568,UrbanHide,Sports & Fitness,Resistance Bands,western;dailywear;men;travel;office;home,S011,4.36,0.293,true
I0846,Minimal Purple Yoga Mat by DesiWeave,"Yoga Mat in Stainless Steel with Noise Cancellation, RFID Blocking. Ideal for sports & fitness use.",1814,DesiWeave,Sports & Fitness,Yoga Mat,eco;women;summer;winter;wedding;kids,S015,3.92,0.292,true
I0847,Trendy Blue Decor by FitBolt,"Decor in Wood with Stretchable, Anti-Slip. Ideal for home use.",456,FitBolt,Home,Decor,home;women;bestseller;party;dailywear;fitness,S009,4.74,0.309,true
I0848,Eco Purple Makeup by KidJoy,"Makeup in Wood with Anti-Theft, Noise Cancellation. Ideal for beauty use.",158,KidJoy,Beauty,Makeup,kitchen;festival;office;home;summer;fitness,S011,3.72,0.329,true
I0849,Lightweight Yellow Cookware by TrailTech,"Cookware in Polycarbonate with Stretchable, Anti-Theft. Ideal for kitchen use.",818,TrailTech,Kitchen,Cookware,office;western;wedding;party;dailywear;women,S009,4.83,0.301,true
I0850,Elegant Purple Dumbbells by SteelPro,"Dumbbells in Stainless Steel with Stretchable, Anti-Slip. Ideal for sports & fitness use.",1727,SteelPro,Sports & Fitness,Dumbbells,home;winter;yoga;new;kitchen;bestseller,S013,4.51,0.292,true
I0851,Classic Green Kurta by ChefPro,"Kurta in Cotton with Stretchable, Nonstick. Ideal for men use.",1173,ChefPro,Men,Kurta,accessories;travel;home;festival;gift;premium,S011,3.99,0.297,true
I0852,Stylish Brown Tools by NeoTrend,"Tools in Alloy with RFID Blocking, Long Battery. Ideal for kitchen use.",1323,NeoTrend,Kitchen,Tools,new;trending;women;party;gift;travel,S004,4.47,0.295,true
I0853,Premium Yellow Organizer by NeoTrend,"Organizer in Wood with Organizer Pockets, Quick-Dry. Ideal for home use.",633,NeoTrend,Home,Organizer,gift;western;gadgets;dailywear;travel;budget,S013,4.33,0.305,true
I0854,Handcrafted Maroon Heels by MaxStyle,"Heels in Denim with Nonstick, Anti-Theft. Ideal for footwear use.",453,MaxStyle,Footwear,Heels,winter;gift;travel;eco;wedding;gadgets,S010,4.53,0.31,true
I0855,Lightweight Pink Tops by SteelPro,"Tops in Leather with Skin-Friendly, Anti-Slip. Ideal for women western use.",1558,SteelPro,Women Western,Tops,ethnic;budget;winter;style;office;premium,S004,4.29,0.293,true
I0856,Minimal Purple Co-ords by KidJoy,"Co-ords in Stainless Steel with Skin-Friendly, Long Battery. Ideal for women western use.",337,KidJoy,Women Western,Co-ords,winter;women;trending;fitness;office;new,S003,4.12,0.314,true
I0857,Handcrafted Yellow Earbuds by MaxStyle,"Earbuds in Bamboo with RFID Blocking, Leak-Proof. Ideal for electronics use.",607,MaxStyle,Electronics,Earbuds,premium;eco;winter;western;handmade;office,S004,4.89,0.305,true
I0858,Stylish Green Storage by SonicBeat,"Storage in Alloy with RFID Blocking, Stretchable. Ideal for kitchen use.",1813,SonicBeat,Kitchen,Storage,home;eco;men;office;handmade;party,S001,4.14,0.292,true
I0859,Comfy White Cables by KidJoy,"Cables in Wood with Noise Cancellation, Anti-Theft. Ideal for electronics use.",1096,KidJoy,Electronics,Cables,bestseller;premium;charging;fitness;trending;winter,S012,4.82,0.297,true
I0860,Premium Blue Kurtis by RoyalRoots,"Kurtis in Bamboo with Skin-Friendly, Organizer Pockets. Ideal for women ethnic use.",654,RoyalRoots,Women Ethnic,Kurtis,style;women;party;men;fashion;home,S010,4.69,0.304,true
I0861,Classic Brown Duffle by SparkLite,"Duffle in Alloy with Stretchable, Organizer Pockets. Ideal for bags & luggage use.",1242,SparkLite,Bags & Luggage,Duffle,kids;new;premium;bestseller;grooming;kitchen,S014,3.69,0.296,false
I0862,Comfy Blue Curtains by DesiWeave,"Curtains in Leather with Noise Cancellation, Stretchable. Ideal for home use.",2722,DesiWeave,Home,Curtains,summer;trending;decor;handmade;ethnic;premium,S011,4.59,0.288,true
I0863,Minimal Maroon Cables by CraftKart,"Cables in Denim with Noise Cancellation, Long Battery. Ideal for electronics use.",1960,CraftKart,Electronics,Cables,kitchen;party;men;fitness;accessories;new,S009,4.82,0.291,true
I0864,Trendy White Tops by NeoTrend,"Tops in Chiffon with Quick-Dry, Stretchable. Ideal for women western use.",916,NeoTrend,Women Western,Tops,office;travel;winter;eco;wedding;accessories,S010,4.6,0.3,true
I0865,Trendy Blue Leggings by SteelPro,"Leggings in Terracotta with Anti-Theft, Stretchable. Ideal for women ethnic use.",2740,SteelPro,Women Ethnic,Leggings,decor;western;gadgets;eco;dailywear;fitness,S006,4.08,0.287,true
I0866,Durable Orange Resistance Bands by Oak&Co,"Resistance Bands in Chiffon with Noise Cancellation, Organizer Pockets. Ideal for sports & fitness use.",277,Oak&Co,Sports & Fitness,Resistance Bands,party;budget;gift;home;trending;dailywear,S012,4.08,0.318,true
I0867,Lightweight Black Jeans by UrbanHide,"Jeans in Canvas with Skin-Friendly, RFID Blocking. Ideal for men use.",605,UrbanHide,Men,Jeans,accessories;gadgets;grooming;fitness;women;new,S015,3.83,0.305,true
I0868,Elegant Maroon Dress Materials by DesiWeave,"Dress Materials in Silk with Stretchable, Organizer Pockets. Ideal for women ethnic use.",1143,DesiWeave,Women Ethnic,Dress Materials,decor;office;gift;new;eco;home,S003,4.88,0.297,true
I0869,Handcrafted Black Shirts by DenimWorks,"Shirts in Bamboo with Stretchable, RFID Blocking. Ideal for men use.",2034,DenimWorks,Men,Shirts,fitness;casual;gift;premium;decor;new,S003,4.62,0.291,true
I0870,Elegant Navy Sets by SteelPro,"Sets in Wood with Nonstick, Stretchable. Ideal for kids use.",1342,SteelPro,Kids,Sets,kids;dailywear;school;new;budget;gift,S008,4.85,0.295,true
I0871,Elegant Yellow Smartwatch by NeoTrend,"Smartwatch in Stainless Steel with Organizer Pockets, Leak-Proof. Ideal for electronics use.",506,NeoTrend,Electronics,Smartwatch,trending;winter;party;premium;tech;men,S003,3.68,0.308,true
I0872,Vibrant Maroon Handbags by DenimWorks,"Handbags in Polycarbonate with Long Battery, Skin-Friendly. Ideal for bags & luggage use.",1191,DenimWorks,Bags & Luggage,Handbags,ethnic;gadgets;gift;decor;kids;women,S002,4.28,0.296,true
I0873,Durable Beige Bangles by ChefPro,"Bangles in Cotton with Quick-Dry, Organizer Pockets. Ideal for jewellery use.",595,ChefPro,Jewellery,Bangles,kids;trending;travel;fitness;western;premium,S007,4.0,0.306,true
I0874,Classic Green Handbags by DenimWorks,"Handbags in Polycarbonate with Quick-Dry, Noise Cancellation. Ideal for bags & luggage use.",1809,DenimWorks,Bags & Luggage,Handbags,bestseller;new;accessories;women;gadgets;handmade,S014,4.32,0.292,true
I0875,Classic Yellow Kurtis by NeoTrend,"Kurtis in Terracotta with Anti-Slip, Anti-Theft. Ideal for women ethnic use.",1070,NeoTrend,Women Ethnic,Kurtis,bestseller;ethnic;dailywear;home;eco;fashion,S009,4.74,0.298,true
I0876,Elegant Brown Tools by DesiWeave,"Tools in Canvas with Leak-Proof, Stretchable. Ideal for kitchen use.",1063,DesiWeave,Kitchen,Tools,dailywear;gadgets;accessories;festival;premium;gift,S012,3.6,0.298,true
I0877,Elegant Purple Sets by BharatHome,"Sets in Silk with Anti-Theft, RFID Blocking. Ideal for kids use.",225,BharatHome,Kids,Sets,home;school;office;summer;premium;gadgets,S014,3.91,0.321,true
I0878,Minimal Black Haircare by KidJoy,"Haircare in Stainless Steel with Anti-Theft, Anti-Slip. Ideal for beauty use.",253,KidJoy,Beauty,Haircare,party;accessories;premium;travel;handmade;bestseller,S007,4.84,0.319,true
I0879,Minimal Green Leggings by SonicBeat,"Leggings in Chiffon with Quick-Dry, Anti-Slip. Ideal for women ethnic use.",464,SonicBeat,Women Ethnic,Leggings,eco;summer;festival;premium;style;trending,S011,4.61,0.309,true
I0880,Stylish Pink Appliances by CraftKart,"Appliances in Chiffon with Stretchable, Noise Cancellation. Ideal for kitchen use.",1530,CraftKart,Kitchen,Appliances,budget;new;kitchen;ethnic;decor;men,S009,4.14,0.294,true
I0881,Trendy Blue Earbuds by TrailTech,"Earbuds in Stainless Steel with Leak-Proof, RFID Blocking. Ideal for electronics use.",652,TrailTech,Electronics,Earbuds,new;gadgets;handmade;summer;charging;western,S008,4.65,0.304,true
I0882,Elegant White Cookware by DenimWorks,"Cookware in Cotton with Leak-Proof, Long Battery. Ideal for kitchen use.",943,DenimWorks,Kitchen,Cookware,eco;grooming;kids;ethnic;party;bestseller,S013,4.86,0.299,true
I0883,Stylish Grey Co-ords by BharatHome,"Co-ords in Silk with Quick-Dry, Leak-Proof. Ideal for women western use.",1164,BharatHome,Women Western,Co-ords,home;budget;wedding;fashion;office;kitchen,S003,4.04,0.297,false
I0884,Premium Grey Resistance Bands by RoyalRoots,"Resistance Bands in Chiffon with Long Battery, RFID Blocking. Ideal for sports & fitness use.",1277,RoyalRoots,Sports & Fitness,Resistance Bands,eco;travel;gift;grooming;bestseller;decor,S003,4.13,0.296,true
I0885,Durable Black Earrings by FitBolt,"Earrings in Stainless Steel with Stretchable, RFID Blocking. Ideal for jewellery use.",1242,FitBolt,Jewellery,Earrings,new;men;budget;accessories;party;kids,S001,3.69,0.296,true
I0886,Lightweight Beige Bottles by CraftKart,"Bottles in Canvas with Organizer Pockets, Leak-Proof. Ideal for sports & fitness use.",752,CraftKart,Sports & Fitness,Bottles,kids;women;decor;home;men;grooming,S011,3.95,0.302,true
I0887,Vibrant Teal Shirts by SonicBeat,"Shirts in Leather with Nonstick, Anti-Theft. Ideal for men use.",2010,SonicBeat,Men,Shirts,dailywear;bestseller;home;handmade;summer;men,S005,4.02,0.291,true
I0888,Vibrant Purple Haircare by BharatHome,"Haircare in Stainless Steel with Leak-Proof, Anti-Theft. Ideal for beauty use.",1203,BharatHome,Beauty,Haircare,kids;grooming;gift;western;summer;handmade,S003,4.19,0.296,true
I0889,Elegant Green Backpacks by DenimWorks,"Backpacks in Denim with Leak-Proof, Stretchable. Ideal for bags & luggage use.",2725,DenimWorks,Bags & Luggage,Backpacks,kids;new;wedding;home;grooming;premium,S004,4.6,0.288,true
I0890,Premium Brown Makeup by GlowHerb,"Makeup in Canvas with Quick-Dry, Skin-Friendly. Ideal for beauty use.",425,GlowHerb,Beauty,Makeup,home;bestseller;ethnic;western;gift;new,S007,4.86,0.311,true
I0891,Eco Beige Backpacks by BharatHome,"Backpacks in Cotton with Nonstick, Organizer Pockets. Ideal for bags & luggage use.",1599,BharatHome,Bags & Luggage,Backpacks,trending;summer;office;wedding;decor;premium,S015,4.11,0.293,true
I0892,Elegant Red Ethnic by SparkLite,"Ethnic in Alloy with Anti-Theft, Long Battery. Ideal for kids use.",277,SparkLite,Kids,Ethnic,party;trending;women;men;travel;premium,S013,4.61,0.318,true
I0893,Trendy Blue Skincare by SteelPro,"Skincare in Cotton with RFID Blocking, Anti-Slip. Ideal for beauty use.",297,SteelPro,Beauty,Skincare,trending;decor;ethnic;gadgets;budget;grooming,S013,3.72,0.316,true
I0894,Handcrafted Brown Duffle by SparkLite,"Duffle in Leather with Long Battery, Nonstick. Ideal for bags & luggage use.",547,SparkLite,Bags & Luggage,Duffle,eco;home;dailywear;new;party;winter,S015,4.64,0.307,true
I0895,Vibrant Brown Jeans by RoyalRoots,"Jeans in Chiffon with Noise Cancellation, Leak-Proof. Ideal for women western use.",1268,RoyalRoots,Women Western,Jeans,decor;winter;grooming;kids;western;wedding,S009,3.75,0.296,true
I0896,Minimal Yellow Storage by UrbanHide,"Storage in Polycarbonate with Long Battery, Organizer Pockets. Ideal for kitchen use.",951,UrbanHide,Kitchen,Storage,premium;office;grooming;gift;budget;western,S010,4.13,0.299,true
I0897,Lightweight Pink T-shirts by Oak&Co,"T-shirts in Silk with Anti-Slip, Anti-Theft. Ideal for men use.",326,Oak&Co,Men,T-shirts,party;gadgets;fitness;summer;budget;gift,S003,4.91,0.315,true
I0898,Lightweight Beige Cables by UrbanHide,"Cables in Leather with Nonstick, Long Battery. Ideal for electronics use.",664,UrbanHide,Electronics,Cables,home;fitness;western;dailywear;audio;office,S010,3.94,0.304,true
I0899,Handcrafted Beige Storage by CraftKart,"Storage in Leather with Long Battery, RFID Blocking. Ideal for kitchen use.",1492,CraftKart,Kitchen,Storage,new;bestseller;decor;organizer;accessories;travel,S005,4.61,0.294,true
I0900,Elegant Orange Dumbbells by CraftKart,"Dumbbells in Stainless Steel with Organizer Pockets, Anti-Theft. Ideal for sports & fitness use.",201,CraftKart,Sports & Fitness,Dumbbells,wedding;kitchen;winter;yoga;handmade;western,S007,4.51,0.324,true
I0901,Minimal Pink Flats by SonicBeat,"Flats in Alloy with Skin-Friendly, Leak-Proof. Ideal for footwear use.",473,SonicBeat,Footwear,Flats,trending;premium;gadgets;kitchen;dailywear;accessories,S006,3.66,0.309,true
I0902,Trendy Red Backpacks by SteelPro,"Backpacks in Silk with Long Battery, Quick-Dry. Ideal for bags & luggage use.",1182,SteelPro,Bags & Luggage,Backpacks,trending;accessories;women;gift;party;budget,S004,3.84,0.297,true
I0903,Handcrafted Maroon Men Sneakers by SparkLite,"Men Sneakers in Polycarbonate with Long Battery, Quick-Dry. Ideal for footwear use.",331,SparkLite,Footwear,Men Sneakers,budget;eco;women;style;western;accessories,S011,4.51,0.315,true
